,Agric,Food ,Soda ,Beer ,Smoke,Toys ,Fun  ,Books,Hshld,Clths,Hlth ,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach ,ElcEq,Autos,Aero ,Ships,Guns ,Gold ,Mines,Coal ,Oil  ,Util ,Telcm,PerSv,BusSv,Hardw,Softw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin  ,Other
194303,7.42,8.26,-99.99,12.55,6.55,10.94,22.54,16.01,7.25,11.6,-99.99,16.86,10.59,7.99,3.06,13.86,8.66,-3.61,11.68,-99.99,10.07,10.41,16.7,11.18,13.82,-99.99,-99.99,9.4,24.94,12.24,2.62,6.54,29.99,15.15,10.43,-99.99,15.19,7.45,13.34,4.44,13.25,18.58,13.5,5,5.32,5.03,-12.01,18.51,7.94
194304,-9.65,3.42,-99.99,9.34,5.56,-4.23,4.7,24.73,6.34,2.09,-99.99,11.33,3.29,-1.28,9.41,5.2,0.36,2.09,-2.31,-99.99,-0.52,4.16,3.62,1.67,-1.55,-99.99,-99.99,0.61,12.12,1.75,11.27,8.01,0.08,6.75,-1.52,-99.99,2.22,0.78,-2.88,1.75,8.39,9.13,5.18,23.62,1.6,3.16,1.43,4.94,-0.4
194305,12.97,8.39,-99.99,7.15,5.69,7.72,18.51,24.14,13,5.5,-99.99,3.85,3.49,6.74,6.79,3.13,9.94,8.64,5.86,-99.99,5.87,9.55,8.74,0.73,14.96,-99.99,-99.99,5.34,7.32,6.39,16.2,6.12,18.25,10.56,10.14,-99.99,8.75,4.62,12.98,3.4,9.84,9.05,9.05,5.13,6.72,-1.24,38.58,11.95,4.62
194306,1.57,3.14,-99.99,4.82,1.28,-0.35,-0.16,-2.95,-0.22,3.11,-99.99,-0.04,3.1,3.77,0,3.97,2.71,3.32,-0.64,-99.99,1.06,2.69,3.15,-2.84,-3.33,-99.99,-99.99,-6.45,-6.4,-0.02,2,1.79,14.01,3.6,5.56,-99.99,3.2,-1.62,2.02,0.45,-4,6.38,5.91,6.6,3.62,8.8,-1.45,-3.91,1.34
194307,-12.38,-4.1,-99.99,-3.63,-5.13,-2.08,-6.68,-5.78,-7.56,-3.04,-99.99,-3.24,-2.61,-7.65,-99.99,-9.23,-7.66,-20.83,-7.99,-99.99,-7.37,-9.16,-10.69,-11.68,-13.49,-99.99,-99.99,-5.5,-11.33,-2.36,-5.75,-3.15,11.95,-8.2,-7.24,-99.99,-10.11,-2.26,-6.78,-5.2,-8.26,3.86,-2.88,9.38,-0.48,-3.43,-13.56,-1.99,-6.2
194308,4.81,-0.33,-99.99,1.21,0.95,0.71,2.62,6.85,1.16,-2.07,-99.99,-4.23,-0.12,1.09,-99.99,1.73,-0.12,-12.25,-0.36,-99.99,0.95,0.86,1.98,-0.81,1.86,-99.99,-99.99,3.87,2.48,0.27,-0.32,-1.12,19.43,-0.83,1.7,-99.99,-0.1,-2.78,1.74,-3.04,-1.41,-1.13,2.36,-2.46,-0.99,1.14,-2.32,-1.8,2.26
194309,-0.04,3.53,-99.99,1.64,3.25,1.43,5.7,2.82,2.6,4.55,-99.99,4.51,3.68,3.07,-99.99,6.82,4.3,4.29,2.3,-99.99,1.86,4.63,1.61,-0.02,0.83,-99.99,-99.99,1.44,5.89,3.51,5.6,5.81,-4.37,4.35,5.19,-99.99,3.75,4.13,-1.76,5.27,3.9,9.59,6.89,-2.27,2.71,2.64,-2.87,2.28,1.98
194310,4.68,0.4,-99.99,25.96,-2.1,-5.99,-2.44,2.07,-0.9,-0.62,-99.99,-0.53,0.07,-1.73,-99.99,1.85,-0.45,10.35,0.1,-99.99,1.29,-1.64,-2.01,-0.42,1.47,-99.99,-99.99,-5.04,-1.39,-2.16,-0.2,6.18,-2.28,-0.87,-3.4,-99.99,1.25,-1.92,-0.81,0.44,-1.93,4.99,-2.75,-0.87,0.96,-2.51,5.33,-0.35,4.79
194311,-5.34,-6.82,-99.99,2.23,-3.76,-9.36,-6.42,-11.12,-8.83,-7.75,-99.99,-7.47,-5.18,-8.48,-99.99,-6.26,-7.29,-20.43,-10.49,-99.99,-8.57,-10.17,-11.8,-15.44,-10.35,-99.99,-99.99,-8.24,-11.66,-7.9,-11.7,-6.01,-3.12,-4.83,-6.31,-99.99,-9.93,-5.25,-8.88,-5.44,-14.96,-9.74,-6.5,-6.63,-2.39,-9.12,-15.23,-9.88,-7.19
194312,6.78,8.97,-99.99,12.16,4.95,14.29,10.7,11.36,10.06,13.99,-99.99,13.52,3.88,7.79,-99.99,10.71,8.14,11.23,7.61,-99.99,11.86,12.19,15.01,12.77,17.41,-99.99,-99.99,6.28,16.28,7.11,9.64,6.92,11.59,6.6,10.63,-99.99,14.05,7.93,6.66,8.72,11.28,16.82,7.17,4.48,4.05,9.21,20.73,8.11,5.59
194401,12.89,4.04,-99.99,3.24,3.96,8.82,4.11,1.71,7.29,6.62,-99.99,2,2.65,2.65,-99.99,6.06,5.12,25.75,5.09,-99.99,3.99,5.81,5.23,5.49,4.91,-99.99,-99.99,4.55,4.18,1.81,2.17,4.71,14.11,7.94,3.52,-99.99,6.15,-0.62,0.88,3.32,7.44,1.84,1.82,10.43,1.78,-3.52,7.08,3.94,2.75
194402,-7.46,1.02,-99.99,-1.79,1.58,2.7,-0.8,-2.03,-2.61,2.08,-99.99,-4.36,-1.73,-0.19,-99.99,3.09,-0.24,-8.24,0.29,-99.99,1.65,-1.13,1.63,3.68,2.08,-99.99,-99.99,-1.17,5.95,0.17,2.05,1.92,9.12,2.29,-1.6,-99.99,-0.87,1.01,-1.34,3.91,7.24,1.74,3.57,2.47,0.3,0.35,-16.1,0.81,2.02
194403,6.01,3.86,-99.99,9.12,3.54,-2,7.89,10.98,3.24,0.46,-99.99,7.41,5.44,1.62,-99.99,5.13,4.42,-1.93,2.12,-99.99,2.86,4.06,6.18,0.08,1.67,-99.99,-99.99,0.8,7.3,6.97,2.68,2.72,-3.54,3.95,2.63,-99.99,8.88,3.31,5.11,4.35,6.57,7.81,5.07,10.82,-0.21,3.53,19.83,1.62,0.2
194404,-4.87,-2.74,-99.99,-3.22,-2.18,-3.74,-4.32,-2.38,-2.91,-1.7,-99.99,-0.28,-2.29,-2.99,-99.99,-0.69,-2.43,-8.48,-3.72,-99.99,-2.82,-2.95,-3.47,-5.6,-4.66,-99.99,-99.99,-1.2,-0.59,-1.91,-4.5,-3.47,-3.36,-0.97,-1.51,-99.99,0.38,-5.55,3.29,-2.01,-5.55,-4.51,-1.74,-5.44,-2.19,-1.67,-3.68,-2.32,-1.66
194405,5.22,5.71,-99.99,3.33,3.97,11.31,8.29,16.06,8.91,6.4,-99.99,2.55,6.23,5.35,-99.99,9.1,9.06,6.14,5.65,-99.99,7.96,6.03,11.78,2.85,7.01,-99.99,-99.99,1.8,4.34,4.6,2.02,7.19,6.97,10.18,5.51,-99.99,13.87,4.6,8.14,8.67,4.24,13.45,7.97,8.15,5.72,1.35,8.94,3.4,7.12
194406,6.73,5.37,-99.99,-3.76,7.78,14.47,11.51,21.47,15.85,10.13,-99.99,7.54,5.09,8.32,-99.99,10.41,12.56,43.61,13.7,-99.99,8.11,10.18,22.82,10.69,5.79,-99.99,-99.99,15.47,7.29,2.65,6.98,6.94,10.86,11.79,11.78,-99.99,8.45,3.95,9.76,10.27,10.38,8.76,7.82,8.43,9.14,1.09,14.49,16.25,9.53
194407,-3.44,-0.09,-99.99,0.71,-1.14,-7.87,-4.35,-2.09,0.31,-0.2,-99.99,-0.8,-3.07,-2.59,-4.65,-1.61,-1.92,-3.36,-3.55,-99.99,-1.17,-1.84,-2.34,0.22,0.16,-99.99,-99.99,-1.02,2.29,0.53,-0.33,0.13,7.54,-0.03,-2.75,-99.99,-3.49,-2.5,-4.75,-0.03,-0.67,-0.38,-0.01,0.03,-0.17,2.09,-9.4,-4.06,-3.83
194408,1.79,4.53,-99.99,-1.53,1.67,9.76,-0.43,11.65,5.05,2.93,-99.99,-3.66,1.01,3.27,4.88,5.85,3.62,17.34,1.6,-99.99,3.34,1,7.47,2.96,3.81,-99.99,-99.99,0.05,-2.36,-1.07,5.95,1.93,0.88,4.28,3.82,-99.99,2.19,0.6,5.53,5.47,0.95,2.39,2.89,1.26,4.68,0.88,14.28,1.96,2.14
194409,2.86,-0.14,-99.99,1.1,-1.23,-3.93,2.88,-1.2,-0.89,-0.48,-99.99,1.22,1.62,-0.23,-2.16,0.22,-0.35,-2.06,0.3,-99.99,0.51,0.44,0.01,13.13,5.51,-99.99,-99.99,-1.36,-1.19,-2.54,-3.09,0.47,-3.09,-2.42,-0.31,-99.99,0.08,-0.6,-2.57,-0.81,-1.03,5.52,0.43,0.76,-1.68,0.88,-4.02,-2.03,1.31
194410,2.36,-0.06,-99.99,0.2,1.33,-4.09,2.61,2.99,-1.94,0.32,-99.99,0.41,-0.85,-1.1,3.41,0.28,-1.12,0.17,-0.39,-99.99,0.62,-0.64,-2.46,2.36,-0.01,-99.99,-99.99,-1.14,-1.91,1.07,-1.17,0.58,5.16,1.22,-0.72,-99.99,4.94,2.74,-6.51,0.23,-1.17,0.32,2.98,12.62,0.44,4.38,4.57,-0.29,-2.69
194411,-1.42,1.4,-99.99,5.8,1.47,12.2,3.62,9.73,1.15,3.55,-99.99,2.41,1.24,0.12,3.88,4.1,2.6,9.48,2.04,-99.99,3.92,0.7,1.85,4.29,3.69,-99.99,-99.99,2.74,2.39,2.81,-1.81,0.32,4.59,1.63,0.21,-99.99,5.55,0.74,2.61,1.52,4.73,3.6,2.53,3.02,0.32,0.74,-7.08,1.35,2.9
194412,-1.62,3.96,-99.99,3.24,2.44,11.54,2.44,-1.88,5.92,3.1,-99.99,8.18,4.6,3.43,6.54,4.04,6.05,12.84,8.17,-99.99,5.81,7.81,6.95,9.15,10.12,-99.99,-99.99,11.59,18.77,8.47,3.11,2.87,1.55,8.54,3.47,-99.99,3.94,5.73,4.73,4.71,16.1,3.82,3.66,10.72,0.84,-1.6,49.83,9.49,9.34
194501,3.07,4.92,-99.99,1.83,2.73,-2.46,0.13,5.75,8.33,5.12,-99.99,5.82,0.73,4.22,5.42,4.63,5.57,33.33,4.18,-99.99,4.87,3.14,6.55,-1.6,2.17,-99.99,-99.99,6.83,1.64,5.76,8.86,3.26,8.8,7.11,2.85,-99.99,3.09,-1.69,3.55,5.99,0.9,3.23,2.79,12.29,6.03,2.63,6.82,3.97,2.12
194502,2.57,3.55,-99.99,10.19,4.58,12.12,5.75,6.63,4.96,7,-99.99,11.59,4.95,8.11,1.03,4.77,8.24,2.66,10.91,-99.99,8.61,6.88,10.43,11.02,9.23,-99.99,-99.99,9.08,4.33,11.76,9.22,4.33,0.38,10.16,6.01,-99.99,3.55,2.57,6.59,7.4,12.57,6.97,9.69,7.95,3.71,6.19,2.84,15.82,3.21
194503,-3.12,-3.6,-99.99,-1.42,-3.85,-2.73,-5.44,-7.64,-2.43,-7.14,-99.99,-3.88,-3.2,-5.88,-1.37,-5.06,-6.68,-15.25,-7.87,-99.99,-5.39,-6.04,-8,-7.4,-4.66,-99.99,-99.99,-8.6,-6.62,-7.37,-4.69,-5.26,-3.1,-8.68,-6,-99.99,-8.92,-1.39,-6.7,-6.64,-3.83,-4.78,-2.95,-7.76,-1.11,-3.21,-9.91,-8.11,-5.36
194504,3.9,5.81,-99.99,7.01,6.77,8.88,3.54,20.38,4.9,7.43,-99.99,9.2,9.86,9.47,8.33,10.52,9.03,9.92,10.37,-99.99,10.54,9.57,12.94,4.54,6.57,-99.99,-99.99,4.79,4.65,6.96,12.37,5.67,-4.03,12.4,7.42,-99.99,11.66,4.27,6.31,7.47,12.43,10.57,8.52,6.77,3.73,5.93,1.95,7.27,9.89
194505,0.87,3.8,-99.99,0.61,2.6,-4.72,5.62,1.47,7.89,6.61,-99.99,2.81,4.25,0.1,-1.28,8.53,3.06,-6.35,-0.46,-99.99,0.84,-0.87,3.13,5.04,-1.11,-99.99,-99.99,0.32,2.73,-1.11,2.25,3.62,-2.38,7.67,5.67,-99.99,-1.08,-1.23,3.72,6.5,6.75,3.56,5.42,4.56,1.64,0.93,1.47,1.05,2.73
194506,2.73,2.31,-99.99,5.45,0.67,-2.73,0.54,9.88,-2.4,8.99,-99.99,0,-4.11,2.87,-6.23,8.11,0.48,13.04,4.8,-99.99,0.04,-0.77,2.85,18.23,3.13,-99.99,-99.99,6.95,6.95,0.04,8.63,3.79,3.51,3.32,-1.44,-99.99,1.24,-0.35,2.19,1.46,11.82,8.95,-1.97,-1.78,2.09,-3.13,5.51,10.01,0.03
194507,-0.85,-1.87,-99.99,-4.51,-2.02,-5.19,-3.98,0.4,-4.18,-3.23,-99.99,-3.19,-1.72,-3.82,0.7,-4.89,-2.93,9.12,-4.07,-99.99,-4.2,-4.38,-1.67,-8.03,-2.39,-99.99,-99.99,-4.21,-0.94,-3.63,1.14,-2.78,-0.27,-1.19,-2.27,-99.99,-3.15,-4.98,-6.18,-3.9,-9.03,-3.43,-1.79,-1.71,-2.15,1.11,-0.5,-3.81,-5.23
194508,3.97,5.15,-99.99,2.56,7.01,12.54,8.57,13.18,8.24,7.61,-99.99,3.99,11.95,8.65,1.74,13.5,11.51,3.26,7.92,-99.99,8.26,9.1,9.7,3.45,6.6,-99.99,-99.99,2.38,-2.33,3.94,1.69,2.67,5.67,4.99,9.29,-99.99,7.47,6.86,9.78,9.43,0.1,7.37,8.63,1.03,11.48,2.02,0.04,2.31,8.8
194509,0.52,5.01,-99.99,8.88,4.56,8.12,11.18,10.13,4.4,3.67,-99.99,6.91,6.97,7.22,6.55,6.24,7.33,10.37,8.5,-99.99,5.75,3.6,3.95,4.56,5.6,-99.99,-99.99,6.75,7.59,3.57,7.94,3.38,12.2,9.7,3.83,-99.99,9.72,11.47,11.44,7,5.92,3.22,7.91,10.36,0.57,1.6,28.1,5.54,6.86
194510,16.27,8.76,-99.99,27.31,5.97,11.21,17.6,12.17,5.34,10.4,-99.99,2.76,9.25,3.15,0.32,6.7,1.51,0.74,3.79,-99.99,6.17,0.44,2.3,6.58,1.64,-99.99,-99.99,10.02,10.38,9.31,8.22,4.49,5.05,6.46,3,-99.99,14.73,2.78,0.26,9.83,6.16,6.26,9.42,5.42,3.42,5.99,9.64,10.9,-1.71
194511,7.1,9.28,-99.99,6.57,7.24,4.66,18.42,0.43,9.99,10.44,-99.99,10.92,9.01,7.29,7.1,11.61,5.91,34.42,7.66,-99.99,7.76,7.97,7.44,11.86,9.84,-99.99,-99.99,18.52,2.95,14.21,7.98,9.54,17.33,13.34,4.6,-99.99,2.28,7.06,7.41,7.42,9.85,8.89,14.21,18.05,1.93,1.03,17.53,11.45,2.23
194512,2.26,-0.01,-99.99,9.16,-2.58,-1.5,2.35,-0.15,4.1,2.67,-99.99,6.11,1.7,3.85,1.85,3.43,2.44,0.42,1.97,-99.99,1.82,3.08,4.39,4.72,3.61,-99.99,-99.99,1.05,3.92,-0.01,-0.93,1.41,4.85,-2.23,2.02,-99.99,-0.98,14.74,1.89,3.08,0.28,5.33,5.72,8.8,4,2.44,12.14,5.57,3.24
194601,6.63,7.5,-99.99,4.72,1.24,13.19,14.21,13.27,6.2,15.85,-99.99,10.65,9.2,6.96,9.7,12.14,8.72,44.99,16.31,-99.99,7.84,8.27,10.14,9.06,12.17,-99.99,-99.99,18.87,10.58,1.67,14.78,2.19,-1.22,3.08,4.98,-99.99,4.35,5.09,10.6,6.15,8.6,14.86,7.57,3.4,3.65,9.93,26.27,12.43,8.9
194602,-4.18,-6.7,-99.99,-6.3,-4.22,-10.58,-2.16,-3.6,-5.52,-9.79,-99.99,-7.68,-3.2,-6.36,-3.04,-5.89,-4.45,-16.04,-7.94,-99.99,-8.18,-8.83,-9.24,-4.71,-5.31,-99.99,-99.99,-4.89,-0.29,-5.94,-5.5,-7.26,-0.85,-6.72,-5.75,-99.99,-5.43,-9.54,-4.08,-7.38,-8.38,-9.99,-3.4,0.8,-3.32,-6.56,-9.91,-9.77,-5.67
194603,4.59,5.12,-99.99,3.77,5.55,5.92,14.23,7.95,6.19,5.2,-99.99,10.06,17.44,6.7,6.61,8.06,5.42,-5.76,3.48,-99.99,5.23,1.53,3.65,4.2,4.2,-99.99,-99.99,-4.58,-2.59,12.44,5.86,0.42,1.34,9.02,5.07,-99.99,6.21,7.98,8.19,11.84,2.6,5.48,15.44,-6.2,4.17,3.35,2.38,4.57,3.95
194604,11.06,2.92,-99.99,6.34,5.97,18.37,15,18.51,6.87,8.88,-99.99,15.4,13,5.56,-0.81,10.74,7.24,1.61,3.85,-99.99,5.05,0.04,1.75,-5.85,0.42,-99.99,-99.99,5.4,4.35,8.26,4.47,0.25,20.31,13.76,5.37,-99.99,7.25,10.51,11.86,8.89,0.29,5.69,10.74,16.68,6.75,-3.82,-1.14,3.29,2.16
194605,-3.21,3.31,-99.99,7.77,2.52,-2.93,-3.83,-3.41,3.34,5.57,-99.99,9.17,4.85,7.31,4.08,7.8,6.31,-1.77,8.4,-99.99,7.91,5.87,8.1,3.54,4.28,-99.99,-99.99,2.45,5.37,5.7,3.64,1.13,11.34,6.62,9.38,-99.99,7.48,2.05,8.18,3.3,5.82,8.91,4.44,5.86,2.13,-0.65,6.41,4.99,9.18
194606,-0.23,-3.37,-99.99,0.62,-4.74,-9.89,-6.6,-13.04,-6.02,-7.07,-99.99,-7.05,-6.89,-4.61,-6.32,-5.63,-5.46,-14.45,-3.67,-99.99,-5.03,-6.37,-7.16,-6.12,-3.45,-99.99,-99.99,-6.11,-4.51,-3.15,-2.54,-4.21,-4.75,-4.67,-4.76,-99.99,-7.37,-10.52,-5.27,-4.35,-3.42,-0.19,-8.17,-6.41,1.75,-4.75,-3.41,-5.11,-5.13
194607,-5.07,-1.09,-99.99,1.44,-0.2,-6.54,-0.97,-3.43,-4.44,-2.37,-99.99,-6.16,-3.26,-4.26,-6.36,-4.12,-4.82,13.87,-5.42,-99.99,-5.59,-5.72,-5.99,-3.42,-5.74,-99.99,-99.99,-6.35,-0.47,-0.77,-4.46,-4.31,-0.68,-5.58,-3.82,-99.99,-6.22,-5.7,-3.33,-3.39,-7.01,-5.68,-4.03,0.08,-2.86,0.13,-7.47,-6.68,-3.43
194608,-7.62,-5.89,-99.99,-7.3,-5.19,-6.86,-6.27,-12.46,-6.26,-9.7,-99.99,-5.73,-4.68,-6.04,-5.81,-7.93,-7.12,-11.75,-7.57,-99.99,-9.63,-9.62,-9.97,-4.34,-6.58,-99.99,-99.99,-10.89,-4.4,-7.97,-4.46,-5.66,-7.17,-10.29,-9.59,-99.99,-6.26,-6.59,-10.67,-5.38,-9,-10.29,-6.97,-4.35,-5.62,-2.98,-11.54,-8.4,-3.4
194609,-8.33,-10.21,-99.99,-11.7,-11.61,-9.67,-14.27,-12.83,-12.16,-16.42,-99.99,-10.66,-6.91,-12.62,-11.78,-13.39,-12.82,-10.22,-15.29,-99.99,-14.85,-14.31,-17.99,-10.51,-17.24,-99.99,-99.99,-10.52,-13.44,-11,-9.49,-15.07,-14.1,-13.14,-8.17,-99.99,-13.23,-10.84,-9.81,-12.12,-19.21,-14.47,-11.12,-13.15,-11.73,-6.32,-16.49,-15.48,-12.56
194610,-5.72,2.7,-99.99,-0.89,1.1,0.49,-4.29,0.07,-4,5.81,-99.99,-4.44,-1.78,-1.77,-1.47,-2.94,-2.9,3.28,1.11,-99.99,-2.91,-2.62,-3,-9.3,-2.21,-99.99,-99.99,0.41,-2.75,-0.49,1.41,-4.51,-4.65,-3.4,-1.01,-99.99,-1.11,-7.42,-3.44,0.12,0.16,-3.51,-4.76,-2.92,1.38,-6.39,-5.71,0.62,-1.47
194611,2.82,-0.99,-99.99,-3.58,-0.84,-1.72,-1.5,-7.92,-1.72,-3.99,-99.99,2.77,0.73,1.49,-0.72,-3.07,2.39,-6.31,2.05,-99.99,0.56,-2.42,-0.82,-7.1,-2.1,-99.99,-99.99,1.51,-0.99,1.97,0.69,-2.88,-5.79,4.4,-1.89,-99.99,1.17,8.99,4.14,3.13,-1.28,-1.88,-2.29,3,0.24,3.59,-3.85,-0.64,-0.01
194612,3.65,5.33,-99.99,2.26,3.54,4.69,-3.05,9.22,4.81,-0.44,-99.99,8.65,6.83,7.09,8.77,5.04,7.97,-1.65,6.89,-99.99,7.37,6.74,5.59,2.94,3.56,-99.99,-99.99,-2.74,5.04,6.44,5.71,2.37,-4.2,0.42,12.12,-99.99,4.47,11.28,20.79,5.98,-0.34,8.22,3.01,-1.8,5.69,8.85,0.94,4.1,10.98
194701,-2.13,0.75,-99.99,-0.82,2.5,6.95,0.34,-1.63,1.45,4.37,-99.99,-1.85,-2.98,2.18,0.94,2.26,2.53,9.41,3.86,-99.99,3.77,6.76,10.19,2.72,6.64,-99.99,-99.99,3.94,4.66,0.53,0.5,3.8,-0.95,6.84,3.02,-99.99,4.2,-0.31,-5.63,0.25,4.76,2.08,0.51,0.99,2.43,1.82,-0.36,6.29,3.02
194702,2.79,-0.71,-99.99,-0.3,-0.94,-1.11,-3.94,-2.99,-2.26,0.81,-99.99,-0.74,-5.2,-1.77,-0.18,3.32,-2.05,5.02,-0.65,-99.99,-1.3,-1.39,-0.98,-1.34,1.22,-99.99,-99.99,3,1.02,-0.01,-1.45,-6.09,0.51,-0.29,-3.37,-99.99,-5.56,-1.64,-2.18,4.49,-0.24,-1.73,0.37,2.09,-0.55,0.05,4.05,-2.82,0
194703,-5.24,-1.57,-99.99,-3.77,-4.35,-1.77,-4.11,-1.33,-6.49,-3.94,-99.99,4.65,-2.94,-1.28,-5.57,-7.37,-3.83,-5.11,-1.39,-99.99,-2.05,-3.63,-3.81,-2.81,-3.87,-99.99,-99.99,-5.4,-0.39,1.89,-3.23,-4.46,0.89,-1.7,-0.49,-99.99,-5.2,-3.43,-3.95,-3.4,-5.08,-3.37,-3.17,-5.16,-1.31,-3.1,-10.5,-2,-4.69
194704,-14.31,-8.02,-99.99,-9.49,-9.33,-9.97,-8.42,-13.47,-8.6,-7.79,-99.99,-11.54,-7.58,-6.7,-2.33,-9.13,-7.22,-13.5,-8.38,-99.99,-8.3,-8.54,-10.21,-13.06,-8.13,-99.99,-99.99,-8.71,-9.14,-0.96,-4.96,-6.61,-8.89,-8.25,-9.38,-99.99,-4.82,-2.64,-11.7,-6.55,-10.48,-11.38,-10.19,-7.75,-5.46,-6.09,-7.28,-6.83,-5.52
194705,-7.03,-1.89,-99.99,-3.9,0.48,3.14,-2.3,-4.86,-4.76,-7.87,-99.99,-3.77,-5.85,-2.38,-2.7,-4.24,-4.93,-6.78,-4.52,-99.99,-2.91,-2.52,-6.88,-10.43,-5.09,-99.99,-99.99,-4.24,-6.66,-0.89,-2.54,-2.86,0.57,-4.94,-0.85,-99.99,-9.45,-3.65,-4.51,-2.31,-5.1,-6.11,-2.1,-3.76,-1.2,-3.61,-2.3,-3.01,-6.2
194706,13.23,4.47,-99.99,5.37,1.85,5.67,0.45,11.69,4.66,11.68,-99.99,4.98,2.52,7.28,0.89,6.87,4.57,14.16,3.57,-99.99,7.56,6.15,5.5,1.48,3.02,-99.99,-99.99,2.52,10.72,9.69,3.49,7.68,0.03,5.28,4.89,-99.99,9.26,3.1,13.49,5.6,5.04,10.91,9.44,5.79,5.52,10.36,7.12,5.99,0.42
194707,4.42,4.48,-99.99,2.59,6.03,2.43,4.99,2.65,7.57,5.19,-99.99,3.89,3.99,6.68,2.11,9.39,4.43,1.46,9.27,-99.99,6.37,8.65,6.96,4.33,7.13,-99.99,-99.99,4.77,15.18,5.37,3.82,2.23,9.35,4.15,5.33,-99.99,3.54,12.4,5.89,6.75,8.63,6.7,5.18,6.99,6.31,-1.22,7.55,3.94,5.59
194708,-9.6,0.19,-99.99,-2.89,-1.37,5.61,-8.92,0.75,-2.08,-1.67,-99.99,-5.17,-4.87,-1.65,-4.08,-1.5,-1.95,-5.15,-0.63,-99.99,-2.02,-1.72,-2.26,4.07,-1.15,-99.99,-99.99,-3.18,5.64,-2.03,-0.08,-2.07,0.13,-2.97,-3.59,-99.99,-3.9,-6.71,1.8,1.58,-3.21,-2.75,-3.87,-3.22,1.76,-5.56,-6.01,-2.57,1.84
194709,0.44,0.63,-99.99,6.87,-1.42,-0.01,-1.25,-2.22,0.56,0.33,-99.99,-7.85,-2.86,-0.28,-0.41,2.94,0.1,-2.8,1.26,-99.99,3.48,2.86,2.4,7.42,0.63,-99.99,-99.99,-3.25,11.1,-0.56,-1.65,-0.41,-0.67,-1.56,0.94,-99.99,-0.22,2.44,1.51,0.87,0.66,-0.04,-2.72,-1.06,0.21,0.89,-3.09,-1.72,1.44
194710,7.75,3.9,-99.99,-2.11,1.08,-3.7,-1.54,5.16,5.51,3.09,-99.99,5.64,3.02,3.63,8.9,4.46,4.07,-2.95,5.15,-99.99,4.09,2.88,5.01,0.35,2.32,-99.99,-99.99,1.57,6.22,6.91,0.81,-1.68,2.46,2.74,6.41,-99.99,5.11,2.79,0.9,4.74,-0.14,2.28,4.16,1.46,0.92,3.98,4.74,5.9,5.3
194711,-9.22,-3.54,-99.99,-3.15,-1.06,-2.56,-4.44,-6.62,-4.48,-1.76,-99.99,-3.75,-2.62,-2.82,1.04,-1.37,-2.92,-8.9,-2.43,-99.99,-1.47,-1.44,-4.36,0.02,-4.51,-99.99,-99.99,-2.84,-2.04,-0.03,-7.55,-8.28,-1.23,-1.5,-2.15,-99.99,-3.72,0.74,-0.87,-3.85,-2.48,-2.54,-3.45,-4.88,-3.09,3.62,-5.18,-1.6,-1.8
194712,-0.56,-0.68,-99.99,-1.5,-0.18,-4.83,-8.13,-1.35,-1.02,1.83,-99.99,-3.8,2.21,2.78,-2.01,2.36,1.68,42.88,2.78,-99.99,2.44,2.89,3.27,1.24,0.57,-99.99,-99.99,1.27,4.13,14.13,0.02,-1.61,-5.26,2.99,0,-99.99,-8.34,4.61,4.37,2.33,6.59,-0.36,-1.46,5.39,-1.22,2.91,10.18,4.44,0.09
194801,-2.1,-2.34,-99.99,-3.27,-1.34,-3.83,-3.08,-5.17,-2.29,-2.44,-99.99,-3.51,-6.21,-4.72,-2.44,-3.39,-3.64,5.16,-3.02,-99.99,-3.31,-2.15,-3.73,10.64,-1.35,-99.99,-99.99,0.66,3.42,-5.76,0.94,3.29,-1.76,-3.19,-5.77,-99.99,-1.08,-13.16,-6.82,-5.1,5.24,-3.22,-0.31,-3.95,1.34,-0.25,-6.58,0.68,-2.73
194802,-8.33,-6.43,-99.99,-8.82,-3.27,-5.59,-7.47,-6.9,-4.86,-8.45,-99.99,-7.72,-3.94,-7.88,-3.73,-6.19,-6.85,-7.99,-6,-99.99,-6.87,-6.66,-8.86,-4.21,-6.35,-99.99,-99.99,-4.23,-7.72,-4,-3.19,-4.21,-4.89,-5.09,-3.62,-99.99,-9.35,-5.6,-8.77,-5.55,-5.28,-7.9,-5.59,-2.03,-1.93,-5.45,-9.27,-8.4,0.84
194803,10.98,6.1,-99.99,6.25,3.04,5.93,25.78,9.07,5.31,6.5,-99.99,9.36,5.7,10.96,6.83,6.94,9.39,-1.56,13.07,-99.99,11.34,12.51,10.37,19.95,16.91,-99.99,-99.99,13.94,8.35,13.07,7.05,9.35,-2.71,4.58,8.51,-99.99,18.16,16.22,11.08,8.18,9.51,9.02,7.01,1.78,1.93,7,9.25,14.8,9.32
194804,0.8,0.99,-99.99,2.88,-0.4,4.68,-5.72,4.66,2.77,4.15,-99.99,1.19,1.61,3.27,6.23,5.61,1.24,-0.47,2.5,-99.99,2.87,2.22,1.46,2.92,1.91,-99.99,-99.99,1.39,7.24,15.17,2.43,3.4,1.12,6.55,4.39,-99.99,0.47,0.56,4.69,5.29,7.7,9.33,6.07,-4.53,4.19,2.86,0.87,5.13,0.36
